DocID,TableNum,Columns,Class,TagMethod
77000,15,"['DS60367 ', 'Au-TL43 ', 'DS60368 ', 'Au-TL43 ', 'DS60369 ', 'Au-TL43 ', 'DS60370 ', 'Au-TL43 ', 'DS60371 ', 'Au-TL43 ', 'DS60372 ', 'Au-TL43 ', 'DS60373 ', 'Au-TL43 ', 'DS60374 ', 'Au-TL43 ', 'DS60375 ', 'Au-TL43 ', 'DS60376 ', 'Au-TL43 ', 'DS60377 ', 'Au-TL43 ', 'DS60378 ', 'Au-TL43 ', 'DS60379 ', 'Au-TL43 ', 'DS60380 ', 'Au-TL43 ', 'DS60381 ', 'Au-TL43 ', 'DS60382 ', 'Au-TL43 ', 'DS60383 ', 'Au-TL43 ', 'DS60384 ', 'Au-TL43 ', 'DS60385 ', 'Au-TL43 ', 'DS60386 ', 'Au-TL43 ', 'DS60387 ', 'Au-TL43 ', 'DS60388 ', 'Au-TL43 ', 'DS60389 ', 'Au-TL43 ', 'DS60390 ', 'Au-TL43 ', 'DS60391 ', 'Au-TL43 ', 'DS60392 ', 'Au-TL43 ', 'DS60393 ', 'Au-TL43 ', 'DS60394 ', 'Au-TL43 ', 'DS60395 ', 'Au-TL43 ', 'DS60396 ', 'Au-TL43 ', 'DS60397 ', 'Au-TL43 ', 'DS60398 ', 'Au-TL43 ']",,
77000,16,"['DS60399 ', 'Au-TL43 ', 'DS60400 ', 'Au-TL43 ', 'DS60401 ', 'Au-TL43 ', 'DS60402 ', 'Au-TL43 ', 'DS60403 ', 'Au-TL43 ', 'DS60404 ', 'Au-TL43 ', 'DS60405 ', 'Au-TL43 ', 'DS60406 ', 'Au-TL43 ', 'DS60407 ', 'Au-TL43 ', 'DS60408 ', 'Au-TL43 ', 'DS60409 ', 'Au-TL43 ', 'DS60410 ', 'Au-TL43 ', 'DS60411 ', 'Au-TL43 ', 'DS60412 ', 'Au-TL43 ', 'DS60413 ', 'Au-TL43 ', 'DS60414 ', 'Au-TL43 ', 'DS60415 ', 'Au-TL43 ', 'DS60416 ', 'Au-TL43 ', 'DS60417 ', 'Au-TL43 ', 'DS60418 ', 'Au-TL43 ', 'DS60419 ', 'Au-TL43 ', 'DS60420 ', 'Au-TL43 ', 'DS60421 ', 'Au-TL43 ', 'DS60422 ', 'Au-TL43 ', 'DS60423 ', 'Au-TL43 ', 'DS60424 ', 'Au-TL43 ', 'DS60425 ', 'Au-TL43 ', 'DS60426 ', 'Au-TL43 ', 'DS60427 ', 'Au-TL43 ', 'DS60428 ', 'Au-TL43 ', 'DS60429 ', 'Au-TL43 ', 'DS60430 ', 'Au-TL43 ']",,
77000,17,"['DS60431 ', 'Au-TL43 ', 'DS60432 ', 'Au-TL43 ', 'DS60433 ', 'Au-TL43 ', 'DS60434 ', 'Au-TL43 ', 'DS60435 ', 'Au-TL43 ', 'DS60436 ', 'Au-TL43 ', 'DS60437 ', 'Au-TL43 ', 'DS60438 ', 'Au-TL43 ', 'DS60439 ', 'Au-TL43 ', 'DS60440 ', 'Au-TL43 ', 'DS60441 ', 'Au-TL43 ', 'DS60442 ', 'Au-TL43 ', 'DS60443 ', 'Au-TL43 ', 'DS60444 ', 'Au-TL43 ', 'DS60445 ', 'Au-TL43 ', 'DS60446 ', 'Au-TL43 ', 'DS60447 ', 'Au-TL43 ', 'DS60448 ', 'Au-TL43 ', 'DS60449 ', 'Au-TL43 ', 'DS60450 ', 'Au-TL43 ', 'DS60451 ', 'Au-TL43 ', 'DS60452 ', 'Au-TL43 ', 'DS60453 ', 'Au-TL43 ', 'DS60454 ', 'Au-TL43 ', 'DS60455 ', 'Au-TL43 ', 'DS60456 ', 'Au-TL43 ', 'DS60457 ', 'Au-TL43 ', 'DS60458 ', 'Au-TL43 ', 'DS60459 ', 'Au-TL43 ', 'DS60460 ', 'Au-TL43 ', 'DS60461 ', 'Au-TL43 ', 'DS60462 ', 'Au-TL43 ']",,
77000,18,"['DS60463 ', 'Au-TL43 ', 'DS60464 ', 'Au-TL43 ', 'DS60465 ', 'Au-TL43 ', 'DS60466 ', 'Au-TL43 ', 'DS60467 ', 'Au-TL43 ', 'DS60468 ', 'Au-TL43 ', 'DS60469 ', 'Au-TL43 ', 'DS60470 ', 'Au-TL43 ', 'DS60471 ', 'Au-TL43 ', 'DS60472 ', 'Au-TL43 ', 'DS60473 ', 'Au-TL43 ', 'DS60474 ', 'Au-TL43 ', 'DS60475 ', 'Au-TL43 ', 'DS60476 ', 'Au-TL43 ', 'DS60477 ', 'Au-TL43 ', 'DS60478 ', 'Au-TL43 ', 'DS60479 ', 'Au-TL43 ', 'DS60480 ', 'Au-TL43 ', 'DS60481 ', 'Au-TL43 ', 'DS60482 ', 'Au-TL43 ', 'DS60483 ', 'Au-TL43 ', 'DS60484 ', 'Au-TL43 ', 'DS60485 ', 'Au-TL43 ', 'DS60486 ', 'Au-TL43 ', 'DS60487 ', 'Au-TL43 ', 'DS60488 ', 'Au-TL43 ', 'DS60489 ', 'Au-TL43 ', 'DS60490 ', 'Au-TL43 ', 'DS60491 ', 'Au-TL43 ', 'DS60492 ', 'Au-TL43 ', 'DS60493 ', 'Au-TL43 ', 'DS60494 ', 'Au-TL43 ']",,
77000,19,"['DS60495 ', 'Au-TL43 ', 'DS60496 ', 'Au-TL43 ', 'DS60497 ', 'Au-TL43 ', 'DS60498 ', 'Au-TL43 ', 'DS60499 ', 'Au-TL43 ', 'DS60500 ', 'Au-TL43 ', 'DS60501 ', 'Au-TL43 ', 'DS60502 ', 'Au-TL43 ', 'DS60503 ', 'Au-TL43 ', 'DS60504 ', 'Au-TL43 ', 'DS60505 ', 'Au-TL43 ', 'DS60506 ', 'Au-TL43 ', 'DS60507 ', 'Au-TL43 ', 'DS60508 ', 'Au-TL43 ', 'DS60509 ', 'Au-TL43 ', 'DS60510 ', 'Au-TL43 ', 'DS60511 ', 'Au-TL43 ', 'DS60512 ', 'Au-TL43 ', 'DS60513 ', 'Au-TL43 ', 'DS60514 ', 'Au-TL43 ', 'DS60515 ', 'Au-TL43 ', 'DS60516 ', 'Au-TL43 ', 'DS60517 ', 'Au-TL43 ', 'DS60518 ', 'Au-TL43 ', 'DS60519 ', 'Au-TL43 ', 'DS60520 ', 'Au-TL43 ', 'DS60521 ', 'Au-TL43 ', 'DS60522 ', 'Au-TL43 ', 'DS60523 ', 'Au-TL43 ', 'DS60524 ', 'Au-TL43 ', 'DS60525 ', 'Au-TL43 ', 'DS60526 ', 'Au-TL43 ']",,
77000,20,"['DS60527 ', 'Au-TL43 ', 'DS60528 ', 'Au-TL43 ', 'DS60529 ', 'Au-TL43 ', 'DS60530 ', 'Au-TL43 ', 'DS60531 ', 'Au-TL43 ', 'DS60532 ', 'Au-TL43 ', 'DS60533 ', 'Au-TL43 ', 'DS60534 ', 'Au-TL43 ', 'DS60535 ', 'Au-TL43 ', 'DS60536 ', 'Au-TL43 ', 'DS60537 ', 'Au-TL43 ', 'DS60538 ', 'Au-TL43 ', 'DS60539 ', 'Au-TL43 ', 'DS60540 ', 'Au-TL43 ', 'DS60541 ', 'Au-TL43 ', 'DS60542 ', 'Au-TL43 ', 'DS60543 ', 'Au-TL43 ', 'DS60544 ', 'Au-TL43 ', 'DS60545 ', 'Au-TL43 ', 'DS60546 ', 'Au-TL43 ', 'DS60547 ', 'Au-TL43 ', 'DS60548 ', 'Au-TL43 ', 'DS60549 ', 'Au-TL43 ', 'DS60550 ', 'Au-TL43 ', 'DS60551 ', 'Au-TL43 ', 'DS60552 ', 'Au-TL43 ', 'DS60553 ', 'Au-TL43 ', 'DS60554 ', 'Au-TL43 ', 'DS60555 ', 'Au-TL43 ', 'DS60556 ', 'Au-TL43 ', 'DS60557 ', 'Au-TL43 ', 'DS60558 ', 'Au-TL43 ']",,
77000,21,"['DS60559 ', 'Au-TL43 ', 'DS60560 ', 'Au-TL43 ', 'DS60561 ', 'Au-TL43 ', 'DS60562 ', 'Au-TL43 ', 'DS60563 ', 'Au-TL43 ', 'DS60564 ', 'Au-TL43 ', 'DS60565 ', 'Au-TL43 ', 'DS60566 ', 'Au-TL43 ', 'DS60567 ', 'Au-TL43 ', 'DS60568 ', 'Au-TL43 ', 'DS60569 ', 'Au-TL43 ', 'DS60570 ', 'Au-TL43 ', 'DS60571 ', 'Au-TL43 ', 'DS60572 ', 'Au-TL43 ', 'DS60573 ', 'Au-TL43 ', 'DS60574 ', 'Au-TL43 ', 'DS60575 ', 'Au-TL43 ', 'DS60576 ', 'Au-TL43 ', 'DS60577 ', 'Au-TL43 ', 'DS60578 ', 'Au-TL43 ', 'DS60579 ', 'Au-TL43 ', 'DS60580 ', 'Au-TL43 ', 'DS60581 ', 'Au-TL43 ', 'DS60582 ', 'Au-TL43 ', 'DS60583 ', 'Au-TL43 ', 'DS60584 ', 'Au-TL43 ', 'DS60585 ', 'Au-TL43 ', 'DS60586 ', 'Au-TL43 ', 'DS60587 ', 'Au-TL43 ', 'DS60588 ', 'Au-TL43 ', 'DS60589 ', 'Au-TL43 ', 'DS60590 ', 'Au-TL43 ']",0,manual
77000,22,"['DS60591 ', 'Au-TL43 ', 'DS60592 ', 'Au-TL43 ', 'DS60593 ', 'Au-TL43 ', 'DS60594 ', 'Au-TL43 ', 'DS60595 ', 'Au-TL43 ', 'DS60596 ', 'Au-TL43 ', 'DS60597 ', 'Au-TL43 ', 'DS60598 ', 'Au-TL43 ', 'DS60599 ', 'Au-TL43 ', 'DS60600 ', 'Au-TL43 ', 'DS60601 ', 'Au-TL43 ', 'DS60602 ', 'Au-TL43 ', 'DS60603 ', 'Au-TL43 ', 'DS60604 ', 'Au-TL43 ', 'DS60605 ', 'Au-TL43 ', 'DS60606 ', 'Au-TL43 ', 'DS60607 ', 'Au-TL43 ', 'DS60608 ', 'Au-TL43 ', 'DS60609 ', 'Au-TL43 ', 'DS60610 ', 'Au-TL43 ', 'DS60611 ', 'Au-TL43 ', 'DS60612 ', 'Au-TL43 ', 'DS60613 ', 'Au-TL43 ', 'DS60614 ', 'Au-TL43 ', 'DS60615 ', 'Au-TL43 ', 'DS60616 ', 'Au-TL43 ', 'DS60617 ', 'Au-TL43 ', 'DS60618 ', 'Au-TL43 ', 'DS60619 ', 'Au-TL43 ', 'DS60620 ', 'Au-TL43 ', 'DS60621 ', 'Au-TL43 ', 'DS60622 ', 'Au-TL43 ']",,
77000,23,"['DS60623 ', 'Au-TL43 ', 'DS60624 ', 'Au-TL43 ', 'DS60625 ', 'Au-TL43 ', 'DS60626 ', 'Au-TL43 ', 'DS60627 ', 'Au-TL43 ', 'DS60628 ', 'Au-TL43 ', 'DS60629 ', 'Au-TL43 ', 'DS60630 ', 'Au-TL43 ', 'DS60631 ', 'Au-TL43 ', 'DS60632 ', 'Au-TL43 ', 'DS60633 ', 'Au-TL43 ', 'DS60634 ', 'Au-TL43 ', 'DS60635 ', 'Au-TL43 ', 'DS60636 ', 'Au-TL43 ', 'DS60637 ', 'Au-TL43 ', 'DS60638 ', 'Au-TL43 ', 'DS60639 ', 'Au-TL43 ', 'DS60640 ', 'Au-TL43 ', 'DS60641 ', 'Au-TL43 ', 'DS60642 ', 'Au-TL43 ', 'DS60643 ', 'Au-TL43 ', 'DS60644 ', 'Au-TL43 ', 'DS60645 ', 'Au-TL43 ', 'DS60646 ', 'Au-TL43 ', 'DS60647 ', 'Au-TL43 ', 'DS60648 ', 'Au-TL43 ', 'DS60649 ', 'Au-TL43 ', 'DS60650 ', 'Au-TL43 ', 'DS60651 ', 'Au-TL43 ', 'DS60652 ', 'Au-TL43 ', 'DS60653 ', 'Au-TL43 ', 'DS60654 ', 'Au-TL43 ']",,
77000,24,"['DS60655 ', 'Au-TL43 ', 'DS60656 ', 'Au-TL43 ', 'DS60657 ', 'Au-TL43 ', 'DS60658 ', 'Au-TL43 ', 'DS60659 ', 'Au-TL43 ', 'DS60660 ', 'Au-TL43 ', 'DS60661 ', 'Au-TL43 ', 'DS60662 ', 'Au-TL43 ', 'DS60663 ', 'Au-TL43 ', 'DS60664 ', 'Au-TL43 ', 'DS60665 ', 'Au-TL43 ', 'DS60666 ', 'Au-TL43 ', 'DS60667 ', 'Au-TL43 ', 'DS60668 ', 'Au-TL43 ', 'DS60669 ', 'Au-TL43 ', 'DS60670 ', 'Au-TL43 ', 'DS60671 ', 'Au-TL43 ', 'DS60672 ', 'Au-TL43 ', 'DS60673 ', 'Au-TL43 ', 'DS60674 ', 'Au-TL43 ', 'DS60675 ', 'Au-TL43 ', 'DS60676 ', 'Au-TL43 ', 'DS60677 ', 'Au-TL43 ', 'DS60678 ', 'Au-TL43 ', 'DS60679 ', 'Au-TL43 ', 'DS60680 ', 'Au-TL43 ', 'DS60681 ', 'Au-TL43 ', 'DS60682 ', 'Au-TL43 ', 'DS60683 ', 'Au-TL43 ', 'DS60684 ', 'Au-TL43 ', 'DS60685 ', 'Au-TL43 ', 'DS60686 ', 'Au-TL43 ']",,
77000,25,"['DS60687 ', 'Au-TL43 ', 'DS60688 ', 'Au-TL43 ', 'DS60689 ', 'Au-TL43 ', 'DS60690 ', 'Au-TL43 ', 'DS60691 ', 'Au-TL43 ', 'DS60692 ', 'Au-TL43 ', 'DS60693 ', 'Au-TL43 ', 'DS60694 ', 'Au-TL43 ', 'DS60695 ', 'Au-TL43 ', 'DS60696 ', 'Au-TL43 ', 'DS60697 ', 'Au-TL43 ', 'DS60698 ', 'Au-TL43 ', 'DS60699 ', 'Au-TL43 ', 'DS60700 ', 'Au-TL43 ', 'DS60701 ', 'Au-TL43 ', 'DS60702 ', 'Au-TL43 ', 'DS60703 ', 'Au-TL43 ', 'DS60704 ', 'Au-TL43 ', 'DS60705 ', 'Au-TL43 ', 'DS60706 ', 'Au-TL43 ', 'DS60707 ', 'Au-TL43 ', 'DS60708 ', 'Au-TL43 ', 'DS60709 ', 'Au-TL43 ', 'DS60710 ', 'Au-TL43 ', 'DS60711 ', 'Au-TL43 ', 'DS60712 ', 'Au-TL43 ', 'DS60713 ', 'Au-TL43 ', 'DS60714 ', 'Au-TL43 ', 'DS60715 ', 'Au-TL43 ', 'DS60716 ', 'Au-TL43 ', 'DS60717 ', 'Au-TL43 ', 'DS60718 ', 'Au-TL43 ']",,
77000,26,"['DS60719 ', 'Au-TL43 ', 'DS60720 ', 'Au-TL43 ', 'DS60721 ', 'Au-TL43 ', 'DS60722 ', 'nan', 'nan', 'Au-TL43 ', 'DS60723 ', 'Au-TL43 ', 'DS60724 ', 'Au-TL43 ', 'DS60725 ', 'Au-TL43 ', 'DS60726 ', 'Au-TL43 ', 'DS60727 ', 'Au-TL43 ', 'DS60728 ', 'Au-TL43 ', 'DS60729 ', 'Au-TL43 ', 'DS60730 ', 'Au-TL43 ', 'DS60731 ', 'Au-TL43 ', 'DS60732 ', 'Au-TL43 ', 'DS60733 ', 'Au-TL43 ', 'DS60734 ', 'Au-TL43 ', 'DS60735 ', 'Au-TL43 ', 'DS60736 ', 'Au-TL43 ', 'DS60737 ', 'Au-TL43 ', 'DS60738 ', 'Au-TL43 ', 'DS60739 ', 'Au-TL43 ', 'DS60740 ', 'Au-TL43 ', 'DS60741 ', 'Au-TL43 ', 'DS60742 ', 'Au-TL43 ', 'DS60743 ', 'Au-TL43 ', 'DS60744 ', 'Au-TL43 ', 'DS60745 ', 'Au-TL43 ', 'DS60746 ', 'Au-TL43 ', 'DS60747 ', 'Au-TL43 ', 'DS60748 ', 'Au-TL43 ', 'DS60749 ', 'Au-TL43 ', 'DS60750 ', 'Au-TL43 ']",,
77000,27,"['DS60751 ', 'Au-TL43 ', 'DS60752 ', 'Au-TL43 ', 'DS60753 ', 'Au-TL43 ', 'DS60754 ', 'Au-TL43 ', 'DS60755 ', 'Au-TL43 ', 'DS60756 ', 'Au-TL43 ', 'DS60757 ', 'Au-TL43 ', 'DS60758 ', 'Au-TL43 ', 'DS60759 ', 'Au-TL43 ', 'DS60760 ', 'Au-TL43 ', 'DS60761 ', 'Au-TL43 ', 'DS60762 ', 'Au-TL43 ', 'DS60763 ', 'Au-TL43 ', 'DS60764 ', 'Au-TL43 ', 'DS60765 ', 'Au-TL43 ', 'DS60766 ', 'Au-TL43 ', 'DS60767 ', 'Au-TL43 ', 'DS60768 ', 'Au-TL43 ', 'DS60769 ', 'Au-TL43 ', 'DS60770 ', 'nan', 'nan', 'Au-TL43 ', 'DS60771 ', 'Au-TL43 ', 'DS60772 ', 'Au-TL43 ', 'DS60773 ', 'Au-TL43 ', 'DS60774 ', 'Au-TL43 ', 'DS60775 ', 'Au-TL43 ', 'DS60776 ', 'Au-TL43 ', 'DS60777 ', 'Au-TL43 ', 'DS60778 ', 'Au-TL43 ', 'DS60779 ', 'Au-TL43 ', 'DS60780 ', 'Au-TL43 ', 'DS60781 ', 'Au-TL43 ', 'DS60782 ', 'Au-TL43 ']",,
77000,28,"['DS60783 ', 'Au-TL43 ', 'DS60784 ', 'Au-TL43 ', 'DS60785 ', 'Au-TL43 ', 'DS60786 ', 'Au-TL43 ', 'DS60787 ', 'Au-TL43 ', 'DS60788 ', 'Au-TL43 ', 'DS60789 ', 'Au-TL43 ', 'DS60790 ', 'Au-TL43 ', 'DS60791 ', 'Au-TL43 ', 'DS60792 ', 'Au-TL43 ', 'DS60793 ', 'Au-TL43 ', 'DS60794 ', 'Au-TL43 ', 'DS60795 ', 'Au-TL43 ', 'DS60796 ', 'Au-TL43 ', 'DS60797 ', 'Au-TL43 ', 'DS60798 ', 'Au-TL43 ', 'DS60799 ', 'Au-TL43 ', 'DS60800 ', 'Au-TL43 ', 'DS60801 ', 'Au-TL43 ', 'DS60802 ', 'Au-TL43 ', 'DS60803 ', 'Au-TL43 ', 'DS60804 ', 'Au-TL43 ', 'DS60805 ', 'Au-TL43 ', 'DS60806 ', 'Au-TL43 ', 'DS60807 ', 'Au-TL43 ', 'DS60808 ', 'Au-TL43 ', 'DS60809 ', 'Au-TL43 ', 'DS60810 ', 'Au-TL43 ', 'DS60811 ', 'Au-TL43 ', 'DS60812 ', 'Au-TL43 ', 'DS60813 ', 'Au-TL43 ', 'DS60814 ', 'Au-TL43 ']",0,manual
77000,29,"['DS60815 ', 'Au-TL43 ', 'Unnamed: 12', 'DS60816 ', 'Au-TL43 ', 'nan', 'DS60817 ', 'nan', 'nan', 'Au-TL43 ', 'nan', 'DS61949 ', 'Au-TL43 ', 'DS61950 ', 'Au-TL43 ', 'DS61951 ', 'Au-TL43 ', 'DS61952 ', 'Au-TL43 ', 'DS61953 ', 'Au-TL43 ', 'DS61954 ', 'Au-TL43 ', 'DS61955 ', 'Au-TL43 ', 'DS61956 ', 'Au-TL43 ', 'DS61957 ', 'Au-TL43 ', 'DS61958 ', 'Au-TL43 ', 'DS61959 ', 'Au-TL43 ', 'DS61960 ', 'Au-TL43 ', 'DS61961 ', 'Au-TL43 ', 'DS61962 ', 'Au-TL43 ', 'DS61963 ', 'Au-TL43 ', 'DS61964 ', 'Au-TL43 ', 'DS61965 ', 'Au-TL43 ', 'DS61966 ', 'Au-TL43 ', 'DS61967 ', 'Au-TL43 ', 'DS61968 ', 'Au-TL43 ', 'DS61969 ', 'Au-TL43 ', 'DS61970 ', 'Au-TL43 ', 'DS61971 ', 'Au-TL43 ', 'DS61972 ', 'Au-TL43 ', 'DS61973 ', 'Au-TL43 ', 'DS61974 ', 'Au-TL43 ', 'DS61975 ', 'Au-TL43 ', 'DS61976 ', 'Au-TL43 ', 'DS61977 ', 'Au-TL43 ']",,
77000,30,"['DS61978 ', 'Au-TL43 ', 'DS61979 ', 'Au-TL43 ', 'DS61980 ', 'Au-TL43 ', 'DS61981 ', 'Au-TL43 ', 'DS61982 ', 'Au-TL43 ', 'DS61983 ', 'Au-TL43 ', 'DS61984 ', 'Au-TL43 ', 'DS61985 ', 'Au-TL43 ', 'DS61986 ', 'Au-TL43 ', 'DS61987 ', 'Au-TL43 ', 'DS61988 ', 'Au-TL43 ', 'DS61989 ', 'Au-TL43 ', 'DS61990 ', 'Au-TL43 ', 'DS61991 ', 'Au-TL43 ', 'DS61992 ', 'Au-TL43 ', 'DS61993 ', 'Au-TL43 ', 'DS61994 ', 'Au-TL43 ', 'DS61995 ', 'Au-TL43 ', 'DS61996 ', 'Au-TL43 ', 'DS61997 ', 'Au-TL43 ', 'DS61998 ', 'Au-TL43 ', 'DS61999 ', 'Au-TL43 ', 'DS62000 ', 'Au-TL43 ', 'DS62001 ', 'Au-TL43 ', 'DS62002 ', 'Au-TL43 ', 'DS62003 ', 'Au-TL43 ', 'DS62004 ', 'Au-TL43 ', 'DS62005 ', 'Au-TL43 ', 'DS62006 ', 'Au-TL43 ', 'DS62007 ', 'Au-TL43 ', 'DS62008 ', 'Au-TL43 ', 'DS62009 ', 'Au-TL43 ']",,
77000,31,"['DS62010 ', 'Au-TL43 ', 'DS62011 ', 'Au-TL43 ', 'DS62012 ', 'Au-TL43 ', 'DS62013 ', 'Au-TL43 ', 'DS62014 ', 'Au-TL43 ', 'DS62015 ', 'Au-TL43 ', 'DS62016 ', 'Au-TL43 ', 'DS62017 ', 'Au-TL43 ', 'DS62018 ', 'Au-TL43 ', 'DS62019 ', 'Au-TL43 ', 'DS62020 ', 'Au-TL43 ', 'DS62021 ', 'Au-TL43 ', 'DS62022 ', 'Au-TL43 ', 'DS62023 ', 'Au-TL43 ', 'DS62024 ', 'Au-TL43 ', 'DS62025 ', 'Au-TL43 ', 'DS62026 ', 'Au-TL43 ', 'DS62027 ', 'Au-TL43 ', 'DS62028 ', 'Au-TL43 ', 'DS62029 ', 'Au-TL43 ', 'DS62030 ', 'Au-TL43 ', 'DS62031 ', 'Au-TL43 ', 'DS62032 ', 'Au-TL43 ', 'DS62033 ', 'Au-TL43 ', 'DS62034 ', 'Au-TL43 ', 'DS62035 ', 'Au-TL43 ', 'DS62036 ', 'Au-TL43 ', 'DS62037 ', 'Au-TL43 ', 'DS62038 ', 'Au-TL43 ', 'DS62039 ', 'Au-TL43 ', 'DS62040 ', 'Au-TL43 ', 'DS62041 ', 'Au-TL43 ']",,
77000,32,"['DS62042 ', 'Au-TL43 ', 'DS62043 ', 'Au-TL43 ', 'DS62044 ', 'Au-TL43 ', 'DS62045 ', 'Au-TL43 ', 'DS62046 ', 'Au-TL43 ', 'DS62047 ', 'Au-TL43 ', 'DS62048 ', 'Au-TL43 ', 'DS62049 ', 'Au-TL43 ', 'DS62050 ', 'Au-TL43 ', 'DS62051 ', 'Au-TL43 ', 'DS62052 ', 'Au-TL43 ', 'DS62053 ', 'Au-TL43 ', 'DS62054 ', 'Au-TL43 ', 'DS62055 ', 'Au-TL43 ', 'DS62056 ', 'Au-TL43 ', 'DS62057 ', 'Au-TL43 ', 'DS62058 ', 'Au-TL43 ', 'DS62059 ', 'Au-TL43 ', 'DS62060 ', 'Au-TL43 ', 'DS62061 ', 'Au-TL43 ', 'DS62062 ', 'Au-TL43 ', 'DS62063 ', 'Au-TL43 ', 'DS62064 ', 'Au-TL43 ', 'DS62065 ', 'Au-TL43 ', 'DS62066 ', 'Au-TL43 ', 'DS62067 ', 'Au-TL43 ', 'DS62068 ', 'Au-TL43 ', 'DS62069 ', 'Au-TL43 ', 'DS62070 ', 'Au-TL43 ', 'DS62071 ', 'Au-TL43 ', 'DS62072 ', 'Au-TL43 ', 'DS62073 ', 'Au-TL43 ']",,
77000,33,"['DS62074 ', 'Au-TL43 ', 'DS62075 ', 'Au-TL43 ', 'DS62076 ', 'Au-TL43 ', 'DS62077 ', 'Au-TL43 ', 'DS62078 ', 'Au-TL43 ', 'DS62079 ', 'Au-TL43 ', 'DS62080 ', 'Au-TL43 ', 'DS62081 ', 'Au-TL43 ', 'DS62082 ', 'Au-TL43 ', 'DS62083 ', 'Au-TL43 ', 'DS62084 ', 'Au-TL43 ', 'DS62085 ', 'Au-TL43 ', 'DS62086 ', 'Au-TL43 ', 'DS62087 ', 'Au-TL43 ', 'DS62088 ', 'Au-TL43 ', 'DS62089 ', 'Au-TL43 ', 'DS62090 ', 'Au-TL43 ', 'DS62091 ', 'Au-TL43 ', 'DS62092 ', 'Au-TL43 ', 'DS62093 ', 'Au-TL43 ', 'DS62094 ', 'Au-TL43 ', 'DS62095 ', 'Au-TL43 ', 'DS62096 ', 'Au-TL43 ', 'DS62097 ', 'Au-TL43 ', 'DS62098 ', 'Au-TL43 ', 'DS62099 ', 'Au-TL43 ', 'DS62100 ', 'Au-TL43 ', 'DS62101 ', 'Au-TL43 ', 'DS62102 ', 'Au-TL43 ', 'DS62103 ', 'Au-TL43 ', 'DS62104 ', 'Au-TL43 ', 'DS62105 ', 'Au-TL43 ']",,
77000,34,"['DS62106 ', 'Au-TL43 ', 'DS62107 ', 'Au-TL43 ', 'DS62108 ', 'Au-TL43 ', 'DS62109 ', 'Au-TL43 ', 'DS62110 ', 'Au-TL43 ', 'DS62111 ', 'Au-TL43 ', 'DS62112 ', 'Au-TL43 ', 'DS62113 ', 'Au-TL43 ', 'DS62114 ', 'Au-TL43 ', 'DS62115 ', 'Au-TL43 ', 'DS62116 ', 'Au-TL43 ', 'DS62117 ', 'Au-TL43 ', 'DS62118 ', 'Au-TL43 ', 'DS62119 ', 'Au-TL43 ', 'DS62120 ', 'Au-TL43 ', 'DS62121 ', 'Au-TL43 ', 'DS62122 ', 'Au-TL43 ', 'DS62123 ', 'Au-TL43 ', 'DS62124 ', 'Au-TL43 ', 'DS62125 ', 'Au-TL43 ', 'DS62126 ', 'Au-TL43 ', 'DS62127 ', 'Au-TL43 ', 'DS62128 ', 'Au-TL43 ', 'DS62129 ', 'Au-TL43 ', 'DS62130 ', 'Au-TL43 ', 'DS62131 ', 'Au-TL43 ', 'DS62132 ', 'Au-TL43 ', 'DS62133 ', 'Au-TL43 ', 'DS62134 ', 'Au-TL43 ', 'DS62135 ', 'Au-TL43 ', 'DS62136 ', 'Au-TL43 ', 'DS62137 ', 'Au-TL43 ']",,
77000,35,"['DS62138 ', 'Au-TL43 ', 'DS62139 ', 'Au-TL43 ', 'DS62140 ', 'Au-TL43 ', 'DS62141 ', 'Au-TL43 ', 'DS62142 ', 'Au-TL43 ', 'DS62143 ', 'Au-TL43 ', 'DS62144 ', 'Au-TL43 ', 'DS62145 ', 'Au-TL43 ', 'DS62146 ', 'Au-TL43 ', 'DS62147 ', 'Au-TL43 ', 'DS62148 ', 'Au-TL43 ', 'DS62149 ', 'Au-TL43 ', 'DS62150 ', 'Au-TL43 ', 'DS62151 ', 'Au-TL43 ', 'DS62152 ', 'Au-TL43 ', 'DS62153 ', 'Au-TL43 ', 'DS62154 ', 'Au-TL43 ', 'DS62155 ', 'Au-TL43 ', 'DS62156 ', 'Au-TL43 ', 'DS62157 ', 'Au-TL43 ', 'DS62158 ', 'Au-TL43 ', 'DS62159 ', 'Au-TL43 ', 'DS62160 ', 'Au-TL43 ', 'DS62161 ', 'Au-TL43 ', 'DS62162 ', 'Au-TL43 ', 'DS62163 ', 'Au-TL43 ', 'DS62164 ', 'Au-TL43 ', 'DS62165 ', 'Au-TL43 ', 'DS62166 ', 'Au-TL43 ', 'DS62167 ', 'Au-TL43 ', 'DS62168 ', 'Au-TL43 ', 'DS62169 ', 'Au-TL43 ']",,
