DocID,PageNum,LineNum,SectionPrefix,SectionText,SectionPage,Heading,TagMethod,LineText
37414,3,11,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS cyfra1 
37414,3,12,cyfra1 punkt , 	REFERENCES ,cyfra1 ,1.0,legacy,cyfra1 punkt  	REFERENCES cyfra1 
37414,3,13,,List of Figures,,0.0,legacy,List of Figures
37414,3,14,,Drawing No.,,0.0,legacy,Drawing No.
37414,3,15,,Figure 1 	Location - Tenement Map 	A4-2514,,0.0,legacy,Figure 1 	Location - Tenement Map 	A4-2514
37414,3,16,,Figure 2 	Regional Geology and Target Areas 	X,,0.0,legacy,Figure 2 	Regional Geology and Target Areas 	X
37414,3,17,,List of Tables,,0.0,legacy,List of Tables
37414,3,18,,Page,,0.0,legacy,Page
37414,3,19,,Table 1 	Tenement Details ,cyfra1 ,0.0,legacy,Table 1 	Tenement Details cyfra1 
37414,3,20,,List of Appendices,,0.0,legacy,List of Appendices
37414,3,21,,Appendix 1 	Summary Information on Anomalies,,0.0,legacy,Appendix 1 	Summary Information on Anomalies
37838,3,1,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
37838,3,2,,Page,,0.0,legacy,Page
37838,3,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
37838,3,4,cyfra1 punkt , 	TENURE ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENURE cyfra1 
37838,3,5,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,1.0,legacy,cyfra1 punkt  	GEOLOGY cyfra1 
37838,3,6,cyfra1 punkt , 	EXPLORATION WORK COMPLETED DURING THE PERIOD ,cyfra1 ,1.0,legacy,cyfra1 punkt  	EXPLORATION WORK COMPLETED DURING THE PERIOD cyfra1 
37838,3,7,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS cyfra1 
37838,3,8,,List of Figures,,0.0,legacy,List of Figures
37838,3,9,,Drawing No.,,0.0,legacy,Drawing No.
37838,3,10,,Figure 1 	Location - Tenement Map 	A4-2417,,0.0,legacy,Figure 1 	Location - Tenement Map 	A4-2417
37838,3,11,,List of Tables,,0.0,legacy,List of Tables
37838,3,12,,Page,,0.0,legacy,Page
37838,3,13,,Table 1 	Tenement Details ,cyfra1 ,0.0,legacy,Table 1 	Tenement Details cyfra1 
38480,2,1,cyfra1 , -,,,,cyfra1  -
38480,2,2,,CONTENTS,,,,CONTENTS
38480,2,3,,Page,,,,Page
38480,2,4,,EXECUTIVE SUMMARY ,cyfra1 ,,,EXECUTIVE SUMMARY cyfra1 
38480,2,5,cyfra1 , INTRODUCTION ,cyfra1 ,,,cyfra1  INTRODUCTION cyfra1 
38480,2,6,cyfra1 , 	LOCATION & ACCESS ,cyfra1 ,,,cyfra1  	LOCATION & ACCESS cyfra1 
38480,2,7,cyfra1 , 	TENURE DETAILS ,cyfra1 ,,,cyfra1  	TENURE DETAILS cyfra1 
38480,2,8,cyfra1 , 	REGIONAL GEOLOGY ,cyfra1 ,,,cyfra1  	REGIONAL GEOLOGY cyfra1 
38480,2,9,cyfra1 punkt cyfra2 , CARBONIFEROUS ,cyfra1 ,,,cyfra1 punkt cyfra2  CARBONIFEROUS cyfra1 
38480,2,10,cyfra1 punkt cyfra2 , 	PERMIAN TO TRIASSIC ,cyfra1 ,,,cyfra1 punkt cyfra2  	PERMIAN TO TRIASSIC cyfra1 
38480,2,11,cyfra1 punkt cyfra2 , TRIASSIC ,cyfra1 ,,,cyfra1 punkt cyfra2  TRIASSIC cyfra1 
38480,2,12,cyfra1 punkt cyfra2 , CAINOZOIc ,cyfra1 ,,,cyfra1 punkt cyfra2  CAINOZOIc cyfra1 
38480,2,13,cyfra1 punkt cyfra2 , STRUCTURE ,cyfra1 ,,,cyfra1 punkt cyfra2  STRUCTURE cyfra1 
38480,2,14,cyfra1 , 	SUMMARY OF PREVIOUS WORK ,cyfra1 ,,,cyfra1  	SUMMARY OF PREVIOUS WORK cyfra1 
38480,2,15,cyfra1 , 	WORK COMPLETED DURING THE PERIOD ,cyfra1 ,,,cyfra1  	WORK COMPLETED DURING THE PERIOD cyfra1 
38480,2,16,cyfra1 punkt cyfra2 , 	SUMMARY OF WORK DONE ,cyfra1 ,,,cyfra1 punkt cyfra2  	SUMMARY OF WORK DONE cyfra1 
38480,2,17,cyfra1 punkt cyfra2 , RATIONALE ,cyfra1 ,,,cyfra1 punkt cyfra2  RATIONALE cyfra1 
38480,2,18,cyfra1 punkt cyfra2 , 	MAGNETIC INTERPRETATION ,cyfra1 ,,,cyfra1 punkt cyfra2  	MAGNETIC INTERPRETATION cyfra1 
38480,2,19,cyfra1 , CONCLUSIONS ,cyfra1 ,,,cyfra1  CONCLUSIONS cyfra1 
38480,2,20,cyfra1 , REFERENCES ,cyfra1 ,,,cyfra1  REFERENCES cyfra1 
38480,2,21,,FIGURES,,,,FIGURES
38480,2,22,,Figure 1. Location Map ,cyfra1 ,,,Figure 1. Location Map cyfra1 
38480,2,23,,Figure 2. Regional geology ,cyfra1 ,,,Figure 2. Regional geology cyfra1 
38480,2,24,,Figure 3. Magnetics for EPMs showing first-pass targets in circles ,cyfra1 ,,,Figure 3. Magnetics for EPMs showing first-pass targets in circles cyfra1 
38480,2,25,,"Figure 4. Magnetic anomalies K17, K18, K19 ",cyfra1 ,,,"Figure 4. Magnetic anomalies K17, K18, K19 cyfra1 "
38480,2,26,,Figure 5. Magnetic anomalies K65 to K70 ,cyfra1 ,,,Figure 5. Magnetic anomalies K65 to K70 cyfra1 
38480,2,27,,APPENDICES,,,,APPENDICES
38480,2,28,,APPENDIX 1,,,,APPENDIX 1
38480,2,29,,PREVIOUS WORK DATA,,,,PREVIOUS WORK DATA
38480,2,30,,APPENDIX 2,,,,APPENDIX 2
38480,2,31,,"MAGNETIC TARGETS - LOCATED DIGITAL DATA IN ""TXT"" FORMAT",,,,"MAGNETIC TARGETS - LOCATED DIGITAL DATA IN ""TXT"" FORMAT"
38480,2,32,,"ANNUAL REPORT EPM 14284, 14285, 14287, 14289, 14290, 14291, 14339",,,,"ANNUAL REPORT EPM 14284, 14285, 14287, 14289, 14290, 14291, 14339"
38592,2,1,,Contents,,,,Contents
38592,2,2,,Summary ,cyfra1 ,,,Summary cyfra1 
38592,2,3,,Introduction ,cyfra1 ,,,Introduction cyfra1 
38592,2,4,,Tenure Area ,cyfra1 ,,,Tenure Area cyfra1 
38592,2,5,,Exploration Rationale ,cyfra1 ,,,Exploration Rationale cyfra1 
38592,2,6,,Selection of the Adavale Basin for potash exploration ,cyfra1 ,,,Selection of the Adavale Basin for potash exploration cyfra1 
38592,2,7,,Previous exploration for potash in the Adavale Basin ,cyfra1 ,,,Previous exploration for potash in the Adavale Basin cyfra1 
38592,2,8,,Depth limitations to potash mining 	.7,,,,Depth limitations to potash mining 	.7
38592,2,9,,Geology ,cyfra1 ,,,Geology cyfra1 
38592,2,10,,Geological Setting of the Adavale Basin ,cyfra1 ,,,Geological Setting of the Adavale Basin cyfra1 
38592,2,11,,Stratigraphy and depositional setting ,cyfra1 ,,,Stratigraphy and depositional setting cyfra1 
38592,2,12,,Tectonic History ,cyfra1 ,,,Tectonic History cyfra1 
38592,2,13,,Depositiona model for potash accumulation in the Adavale Basin ,cyfra1 ,,,Depositiona model for potash accumulation in the Adavale Basin cyfra1 
38592,2,14,,Potash mineralisation ,cyfra1 ,,,Potash mineralisation cyfra1 
38592,2,15,,E xtent of Boree Salt Member ,cyfra1 ,,,E xtent of Boree Salt Member cyfra1 
38592,2,16,,Temperatures in the evaporite member ,cyfra1 ,,,Temperatures in the evaporite member cyfra1 
38592,2,17,,Exploration Program ,cyfra1 ,,,Exploration Program cyfra1 
38592,2,18,,Conclusions ,cyfra1 ,,,Conclusions cyfra1 
38592,2,19,,References ,cyfra1 ,,,References cyfra1 
38592,2,20,,Figures,,,,Figures
38592,2,21,cyfra1 ," 	Locations of EPM 14747 and EPM 14748 near Blackall, Queensland. attachd file",,,,"cyfra1  	Locations of EPM 14747 and EPM 14748 near Blackall, Queensland. attachd file"
38592,2,22,cyfra1 , 	EPM 14747 with topographic and geographic references 	see attached file,,,,cyfra1  	EPM 14747 with topographic and geographic references 	see attached file
38592,2,23,cyfra1 ," 	Adavale Basin Tectonic Elements (from Nastiti, 1998) 	see attached file",,,,"cyfra1  	Adavale Basin Tectonic Elements (from Nastiti, 1998) 	see attached file"
38592,2,24,cyfra1 , 	Stratigraphic framework of the Adavale basin,,,,cyfra1  	Stratigraphic framework of the Adavale basin
38592,2,25,,from ywamaldcovaulsciercelceoscierceproiecislachltn,,,,from ywamaldcovaulsciercelceoscierceproiecislachltn
38592,2,26,,see attached file,,,,see attached file
38592,2,27,cyfra1 ," 	Evaporitic phase of deposition (from Paten, 1977) 	see attached file",,,,"cyfra1  	Evaporitic phase of deposition (from Paten, 1977) 	see attached file"
38592,2,28,cyfra1 ," 	Structure (TWT isochrons) of Bury Last & Cooladdi Dolomite reflector,",,,,"cyfra1  	Structure (TWT isochrons) of Bury Last & Cooladdi Dolomite reflector,"
38592,2,29,,and extent of overlying Boree Salt Member in EPM 14747,,,,and extent of overlying Boree Salt Member in EPM 14747
38592,2,30,,"(after AGIP, 1988 	see attached file",,,,"(after AGIP, 1988 	see attached file"
38592,2,31,cyfra1 , 	Structure (TWT isochrons) of mid-Carboniferous unconformity in EPM - 14877,,,,cyfra1  	Structure (TWT isochrons) of mid-Carboniferous unconformity in EPM - 14877
38592,2,32,,"(after AGIP, 1988) 	see attached file",,,,"(after AGIP, 1988) 	see attached file"
38592,2,33,cyfra1 , 	Borehole temperatures in Boree 1 and Bury 1,,,,cyfra1  	Borehole temperatures in Boree 1 and Bury 1
38592,2,34,,"(data from Gerrard, 1964 and Patterson, 1966) ",cyfra1 ,,,"(data from Gerrard, 1964 and Patterson, 1966) cyfra1 "
38592,2,35,,Appendix 1 Core Photography 	see attached file,,,,Appendix 1 Core Photography 	see attached file
38865,3,1,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
38865,3,2,,Page,,0.0,legacy,Page
38865,3,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
38865,3,4,cyfra1 punkt , 	TENURE ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENURE cyfra1 
38865,3,5,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,1.0,legacy,cyfra1 punkt  	GEOLOGY cyfra1 
38865,3,6,cyfra1 punkt , 	EXPLORATION WORK COMPLETED DURING THE PERIOD ,cyfra1 ,1.0,legacy,cyfra1 punkt  	EXPLORATION WORK COMPLETED DURING THE PERIOD cyfra1 
38865,3,7,,List of Figures,,0.0,legacy,List of Figures
38865,3,8,,Drawing No.,,0.0,legacy,Drawing No.
38865,3,9,,Figure 1 	Location Map 	A4-2417A,,0.0,legacy,Figure 1 	Location Map 	A4-2417A
38865,3,10,,List of Tables,,0.0,legacy,List of Tables
38865,3,11,,Page,,0.0,legacy,Page
38865,3,12,,Table 1 	Tenement Details ,cyfra1 ,0.0,legacy,Table 1 	Tenement Details cyfra1 
39491,3,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
39491,3,2,,Page,,,,Page
39491,3,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
39491,3,4,cyfra1 punkt , 	TENURE ,cyfra1 ,,,cyfra1 punkt  	TENURE cyfra1 
39491,3,5,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	GEOLOGY cyfra1 
39491,3,6,cyfra1 punkt , 	PREVIOUS EXPLORATION WORK COMPLETED ,cyfra1 ,,,cyfra1 punkt  	PREVIOUS EXPLORATION WORK COMPLETED cyfra1 
39491,3,7,cyfra1 punkt , 	EXPLORATION WORK COMPLETED ,cyfra1 ,,,cyfra1 punkt  	EXPLORATION WORK COMPLETED cyfra1 
39491,3,8,cyfra1 punkt cyfra2 , 	Ground Geophysics ,cyfra1 ,,,cyfra1 punkt cyfra2  	Ground Geophysics cyfra1 
39491,3,9,cyfra1 punkt cyfra2 , 	Drilling ,cyfra1 ,,,cyfra1 punkt cyfra2  	Drilling cyfra1 
39491,3,10,cyfra1 punkt , 	CONCLUSION ,cyfra1 ,,,cyfra1 punkt  	CONCLUSION cyfra1 
39491,3,11,,List of Figures,,,,List of Figures
39491,3,12,,Drawing No.,,,,Drawing No.
39491,3,13,,Figure 1 	Location Map 	A4-2581,,,,Figure 1 	Location Map 	A4-2581
39491,3,14,,Figure 2 	Summary Map 	A4-2627,,,,Figure 2 	Summary Map 	A4-2627
39491,3,15,,Figure 3 	Drill section,,,,Figure 3 	Drill section
39491,3,16,,Figure 4 	Strip Log (ESD04001),,,,Figure 4 	Strip Log (ESD04001)
39491,3,17,,Figure 5 	Strip Log (ESD04005),,,,Figure 5 	Strip Log (ESD04005)
39491,3,18,,List of Tables,,,,List of Tables
39491,3,19,,Page,,,,Page
39491,3,20,,Table 1 	Tenement Details ,cyfra1 ,,,Table 1 	Tenement Details cyfra1 
39491,3,21,,Table 2 	Drilling Summary ,cyfra1 ,,,Table 2 	Drilling Summary cyfra1 
39491,3,22,,List of Appendices,,,,List of Appendices
39491,3,23,,Appendix 1 	Ground gravity and magnetic data,,,,Appendix 1 	Ground gravity and magnetic data
39491,3,24,,"Appendix 2 	Drill collar, downhole survey and downhole geology",,,,"Appendix 2 	Drill collar, downhole survey and downhole geology"
39491,3,25,,Appendix 3 	Downhole geochemistry,,,,Appendix 3 	Downhole geochemistry
39491,3,26,,Appendix 4 	Downhole magnetic susceptibility readings,,,,Appendix 4 	Downhole magnetic susceptibility readings
39491,3,27,,Appendix 5 	Specific gravity measurements (core),,,,Appendix 5 	Specific gravity measurements (core)
39782,3,1,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
39782,3,2,,Page,,0.0,legacy,Page
39782,3,3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
39782,3,4,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENEMENT DETAILS cyfra1 
39782,3,5,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,1.0,legacy,cyfra1 punkt  	GEOLOGY cyfra1 
39782,3,6,cyfra1 punkt , 	WORK COMPLETED ,cyfra1 ,1.0,legacy,cyfra1 punkt  	WORK COMPLETED cyfra1 
39782,3,7,cyfra1 punkt cyfra2 , Ground Geophysics ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  Ground Geophysics cyfra1 
39782,3,8,cyfra1 punkt cyfra2 , Drilling ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  Drilling cyfra1 
39782,3,9,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS cyfra1 
39782,3,10,,List of Figures,,0.0,legacy,List of Figures
39782,3,11,,Drawing No.,,0.0,legacy,Drawing No.
39782,3,12,,Figure 1 	Location Map 	A4-2630,,0.0,legacy,Figure 1 	Location Map 	A4-2630
39782,3,13,,Figure 2 	Summary Map 	A3-1446,,0.0,legacy,Figure 2 	Summary Map 	A3-1446
39782,3,14,,Figure 3 	Strip Log (ESD04007),,0.0,legacy,Figure 3 	Strip Log (ESD04007)
39782,3,15,,Figure 4 	Strip Log (ESD04008),,0.0,legacy,Figure 4 	Strip Log (ESD04008)
39782,3,16,,List of Tables,,0.0,legacy,List of Tables
39782,3,17,,Page,,0.0,legacy,Page
39782,3,18,,Table 1 	Tenement Details ,cyfra1 ,0.0,legacy,Table 1 	Tenement Details cyfra1 
39782,3,19,,Table 2 	Drilling Summary ,cyfra1 ,0.0,legacy,Table 2 	Drilling Summary cyfra1 
39782,3,20,,List of Appendices,,0.0,legacy,List of Appendices
39782,3,21,,Appendix 1 	Ground gravity and magnetic data,,0.0,legacy,Appendix 1 	Ground gravity and magnetic data
39782,3,22,,"Appendix 2 	Drill Collar, downhole survey and downhole geology",,0.0,legacy,"Appendix 2 	Drill Collar, downhole survey and downhole geology"
39782,3,23,,Appendix 3 	Downhole Geochemistry,,0.0,legacy,Appendix 3 	Downhole Geochemistry
39782,3,24,,Appendix 4 	Downhole magnetic susceptibility readings,,0.0,legacy,Appendix 4 	Downhole magnetic susceptibility readings
39782,3,25,,Appendix 5 	Specific Gravity measurements (core),,0.0,legacy,Appendix 5 	Specific Gravity measurements (core)
39894,2,1,,Contents,,,,Contents
39894,2,2,,SUMMARY ,cyfra1 ,,,SUMMARY cyfra1 
39894,2,3,,INTRODUCTION ,cyfra1 ,,,INTRODUCTION cyfra1 
39894,2,4,,HISTORY OF ATP 703P ,cyfra1 ,,,HISTORY OF ATP 703P cyfra1 
39894,2,5,,ACTIVITIES ON ATP 703P DURING THE REPORTING PERIOD ,cyfra1 ,,,ACTIVITIES ON ATP 703P DURING THE REPORTING PERIOD cyfra1 
39894,2,6,,STATUS OF WELLS DRILLED ON ATP 703P AS AT THE END OF THE REPORTING PERIOD ,cyfra1 ,,,STATUS OF WELLS DRILLED ON ATP 703P AS AT THE END OF THE REPORTING PERIOD cyfra1 
39894,2,7,,COMPLIANCE WITH WORK PROGRAM FOR ATP 703P DURING REPORTING PERIOD ,cyfra1 ,,,COMPLIANCE WITH WORK PROGRAM FOR ATP 703P DURING REPORTING PERIOD cyfra1 
39894,2,8,,STATEMENT OF AUTHORISED ACTIVITIES ON ATP 703P FOR NEXT 12 MONTH PERIOD ,cyfra1 ,,,STATEMENT OF AUTHORISED ACTIVITIES ON ATP 703P FOR NEXT 12 MONTH PERIOD cyfra1 
39894,2,9,,REPORTS LODGED FOR ATP 703P DURING THE REPORTING PERIOD ,cyfra1 ,,,REPORTS LODGED FOR ATP 703P DURING THE REPORTING PERIOD cyfra1 
39894,2,10,,VOLUME OF WATER TAKEN FROM ATP 703P DURING THE REPORTING PERIOD ,cyfra1 ,,,VOLUME OF WATER TAKEN FROM ATP 703P DURING THE REPORTING PERIOD cyfra1 
39894,2,11,,BIBLIOGRAPHY ,cyfra1 ,,,BIBLIOGRAPHY cyfra1 
39894,2,12,,Figures & Tables,,,,Figures & Tables
39894,2,13,,Figure 1. Authority to Prospect 703P Location Map Geography,,,,Figure 1. Authority to Prospect 703P Location Map Geography
39894,2,14,,Figure 2. Authority to Prospect 703P Location Map - Topography,,,,Figure 2. Authority to Prospect 703P Location Map - Topography
39894,2,15,,Figure 3. Authority to Prospect 703P Location Map - Existing wells and seismic lines,,,,Figure 3. Authority to Prospect 703P Location Map - Existing wells and seismic lines
40352,2,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
40352,2,2,cyfra1 punkt , HOLE SUMMARY,,,,cyfra1 punkt  HOLE SUMMARY
40352,2,3,cyfra1 punkt , HOLE DESIGN,,,,cyfra1 punkt  HOLE DESIGN
40352,2,4,cyfra1 punkt cyfra2 , FLUID PROGRAMME,,,,cyfra1 punkt cyfra2  FLUID PROGRAMME
40352,2,5,cyfra1 punkt cyfra2 , EVALUATION PROGRAMME,,,,cyfra1 punkt cyfra2  EVALUATION PROGRAMME
40352,2,6,cyfra1 punkt cyfra2 , REPORTING,,,,cyfra1 punkt cyfra2  REPORTING
40352,2,7,cyfra1 punkt cyfra2 , WELL TESTING,,,,cyfra1 punkt cyfra2  WELL TESTING
40352,2,8,cyfra1 punkt cyfra2 , WIRELINE LOGGING PROGRAMME,,,,cyfra1 punkt cyfra2  WIRELINE LOGGING PROGRAMME
40352,2,9,cyfra1 punkt , PREDICTED SECTION,,,,cyfra1 punkt  PREDICTED SECTION
40352,2,10,cyfra1 punkt , WORKPLACE HEALTH AND SAFETY,,,,cyfra1 punkt  WORKPLACE HEALTH AND SAFETY
40352,2,11,cyfra1 punkt , CONTACT PHONEI FAXI EMAIL NUMBERS,,,,cyfra1 punkt  CONTACT PHONEI FAXI EMAIL NUMBERS
40352,2,12,,APPENDIX 1,,,,APPENDIX 1
40352,2,13,,JSEA (RISK ASSESSMENT),,,,JSEA (RISK ASSESSMENT)
40414,2,2,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
40414,2,3,,TENURE INFORMATION ,cyfra1 ,,,TENURE INFORMATION cyfra1 
40414,2,4,,GENERAL AREA INFORMATION ,cyfra1 ,,,GENERAL AREA INFORMATION cyfra1 
40414,2,5,,GEOLOGY & PETROLEUM POTENTIAL ,cyfra1 ,,,GEOLOGY & PETROLEUM POTENTIAL cyfra1 
40414,2,6,,AUTHORISED ACTIVITIES AND RESULTS ,cyfra1 ,,,AUTHORISED ACTIVITIES AND RESULTS cyfra1 
40414,2,7,,INDEX OF REPORTS LODGED ,cyfra1 ,,,INDEX OF REPORTS LODGED cyfra1 
40414,2,8,,HAZARD INFORMATION ,cyfra1 ,,,HAZARD INFORMATION cyfra1 
40414,2,9,,VOLUME OF PETROLEUM OR WATER PRODUCED ,cyfra1 ,,,VOLUME OF PETROLEUM OR WATER PRODUCED cyfra1 
40414,2,10,,PETROLEUM DATA ,cyfra1 ,,,PETROLEUM DATA cyfra1 
40414,2,11,,ENVIRONMENTAL OBLIGATIONS: ,cyfra1 ,,,ENVIRONMENTAL OBLIGATIONS: cyfra1 
40414,2,12,,CONCLUSIONS & REASON FOR RELINQUISHMENT ,cyfra1 ,,,CONCLUSIONS & REASON FOR RELINQUISHMENT cyfra1 
40414,2,13,,BIBLIOGRAPHY ,cyfra1 ,,,BIBLIOGRAPHY cyfra1 
40414,2,14,,FIGURES,,,,FIGURES
40414,2,15,,Figure 1: Regional geology map,,,,Figure 1: Regional geology map
40414,2,16,,Figure 2: Location map,,,,Figure 2: Location map
40414,2,17,,Figure 3: Partial relinquishment map,,,,Figure 3: Partial relinquishment map
40414,2,18,,Figure 4: Topographic map,,,,Figure 4: Topographic map
40414,2,19,,Figure 5: Petroleum wells and seismic line location map,,,,Figure 5: Petroleum wells and seismic line location map
40826,2,1,,CONTENTS,,,,CONTENTS
40826,2,2,cyfra1 punkt , 	General Well Data,,,,cyfra1 punkt  	General Well Data
40826,2,3,cyfra1 punkt cyfra2 , 	Well Data,,,,cyfra1 punkt cyfra2  	Well Data
40826,2,4,cyfra1 punkt cyfra2 , 	Stratigraphic Prognosis,,,,cyfra1 punkt cyfra2  	Stratigraphic Prognosis
40826,2,5,cyfra1 punkt , 	Well Plan,,,,cyfra1 punkt  	Well Plan
40826,2,6,cyfra1 punkt cyfra2 , 	Drilling Contractor,,,,cyfra1 punkt cyfra2  	Drilling Contractor
40826,2,7,cyfra1 punkt cyfra2 , 	Cementing Contractor,,,,cyfra1 punkt cyfra2  	Cementing Contractor
40826,2,8,cyfra1 punkt cyfra2 , 	Geological Contractors,,,,cyfra1 punkt cyfra2  	Geological Contractors
40826,2,9,cyfra1 punkt cyfra2 , 	Wireline Logging Contractor,,,,cyfra1 punkt cyfra2  	Wireline Logging Contractor
40826,2,10,cyfra1 punkt , 	Geology,,,,cyfra1 punkt  	Geology
40826,2,11,cyfra1 punkt cyfra2 , 	Gubberamunda Sandstone,,,,cyfra1 punkt cyfra2  	Gubberamunda Sandstone
40826,2,12,cyfra1 punkt cyfra2 , 	Westbourne Formation,,,,cyfra1 punkt cyfra2  	Westbourne Formation
40826,2,13,cyfra1 punkt cyfra2 , 	Springbok Sandstone,,,,cyfra1 punkt cyfra2  	Springbok Sandstone
40826,2,14,cyfra1 punkt cyfra2 , 	Walloon Subgroup,,,,cyfra1 punkt cyfra2  	Walloon Subgroup
40826,2,15,cyfra1 punkt cyfra2 punkt cyfra3 , Juandah Coal Measures,,,,cyfra1 punkt cyfra2 punkt cyfra3  Juandah Coal Measures
40826,2,16,cyfra1 punkt cyfra2 punkt cyfra3 ,.1 	Kogan seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .1 	Kogan seam
40826,2,17,cyfra1 punkt cyfra2 punkt cyfra3 ,.2 	Macalister seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .2 	Macalister seam
40826,2,18,cyfra1 punkt cyfra2 punkt cyfra3 ,.3 	Nangram seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .3 	Nangram seam
40826,2,19,cyfra1 punkt cyfra2 punkt cyfra3 ,.4 	Wambo seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .4 	Wambo seam
40826,2,20,cyfra1 punkt cyfra2 punkt cyfra3 ,.5 	Iona seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .5 	Iona seam
40826,2,21,cyfra1 punkt cyfra2 punkt cyfra3 ,.6 	Argyle seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .6 	Argyle seam
40826,2,22,cyfra1 punkt cyfra2 punkt cyfra3 , Tangalooma Sandstone,,,,cyfra1 punkt cyfra2 punkt cyfra3  Tangalooma Sandstone
40826,2,23,cyfra1 punkt cyfra2 punkt cyfra3 , Taroom Coal Measures,,,,cyfra1 punkt cyfra2 punkt cyfra3  Taroom Coal Measures
40826,2,24,cyfra1 punkt cyfra2 punkt cyfra3 ,.1 	Auburn seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .1 	Auburn seam
40826,2,25,cyfra1 punkt cyfra2 punkt cyfra3 ,.2 	Bulwer seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .2 	Bulwer seam
40826,2,26,cyfra1 punkt cyfra2 punkt cyfra3 ,.3 	Condamine seam,,,,cyfra1 punkt cyfra2 punkt cyfra3 .3 	Condamine seam
40826,2,27,cyfra1 punkt cyfra2 punkt cyfra3 , Durabilla Formation,,,,cyfra1 punkt cyfra2 punkt cyfra3  Durabilla Formation
40826,2,28,cyfra1 punkt , 	Drilling Program,,,,cyfra1 punkt  	Drilling Program
40826,2,29,cyfra1 punkt cyfra2 , 	Drilling,,,,cyfra1 punkt cyfra2  	Drilling
40826,2,30,cyfra1 punkt cyfra2 punkt cyfra3 , 	Additional Rig and Contractor Requirements,,,,cyfra1 punkt cyfra2 punkt cyfra3  	Additional Rig and Contractor Requirements
40826,2,31,cyfra1 punkt cyfra2 punkt cyfra3 , 	OGC Requirements,,,,cyfra1 punkt cyfra2 punkt cyfra3  	OGC Requirements
40826,2,32,cyfra1 punkt cyfra2 , 	OGC Requirements for Drilling Mud,,,,cyfra1 punkt cyfra2  	OGC Requirements for Drilling Mud
40826,2,33,cyfra1 punkt cyfra2 , 	Testing Program,,,,cyfra1 punkt cyfra2  	Testing Program
40826,2,34,cyfra1 punkt cyfra2 , 	Casing Program,,,,cyfra1 punkt cyfra2  	Casing Program
40826,2,35,cyfra1 punkt cyfra2 punkt cyfra3 , 	Surface Casing,,,,cyfra1 punkt cyfra2 punkt cyfra3  	Surface Casing
40826,2,36,cyfra1 punkt cyfra2 punkt cyfra3 , 	Production Casing,,,,cyfra1 punkt cyfra2 punkt cyfra3  	Production Casing
40826,2,37,cyfra1 punkt cyfra2 , 	Cementing Program,,,,cyfra1 punkt cyfra2  	Cementing Program
40826,2,38,cyfra1 punkt cyfra2 punkt cyfra3 , 	Surface Casing,,,,cyfra1 punkt cyfra2 punkt cyfra3  	Surface Casing
40826,2,39,cyfra1 punkt cyfra2 punkt cyfra3 , 	Production Casing,,,,cyfra1 punkt cyfra2 punkt cyfra3  	Production Casing
40826,2,40,cyfra1 punkt cyfra2 , 	Well Sampling,,,,cyfra1 punkt cyfra2  	Well Sampling
40826,2,41,cyfra1 punkt cyfra2 , 	Wireline Logging,,,,cyfra1 punkt cyfra2  	Wireline Logging
