DocID,PageNum,LineNum,Text,SectionPrefix,SectionText,SectionPage,ProcessedText,Heading,TagMethod
49708,2,26,APPENDICES,,APPENDICES,,APPENDICES,0,auto
49708,2,27,"A. EPCs 659, 660 & 707: : Schedule of Sub-Blocks",,"A. EPCs 659, 660 & 707: : Schedule of Sub-Blocks",,"A. EPCs 659, 660 & 707: : Schedule of Sub-Blocks",0,auto
49708,2,28,"B. EPCs 659, 660 & 707: English Logs",,"B. EPCs 659, 660 & 707: English Logs",,"B. EPCs 659, 660 & 707: English Logs",0,auto
49708,2,29,"C. EPCs 659, 660 & 707: Graphical Logs and Downhole Geophysics",,"C. EPCs 659, 660 & 707: Graphical Logs and Downhole Geophysics",,"C. EPCs 659, 660 & 707: Graphical Logs and Downhole Geophysics",1,auto
49708,2,30,"D. EPCs 659, 660 & 707: Seismic data for lines seis05_01 to 03_659, seis05_04_707, seis0505_659",,"D. EPCs 659, 660 & 707: Seismic data for lines seis05_01 to 03_659, seis05_04_707, seis0505_659",,"D. EPCs 659, 660 & 707: Seismic data for lines seis05_01 to 03_659, seis05_04_707, seis0505_659",0,auto
52009,2,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
52009,2,2,1.0 	SUMMARY 	3,cyfra1 punkt , 	SUMMARY ,cyfra1 ,cyfra1 punkt  	SUMMARY cyfra1 ,1,auto
52009,2,3,2.0 	INTRODUCTION 	3,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,auto
52009,2,4,2.1 PHYSIOGRAPHY AND VEGETATION 	5,cyfra1 punkt cyfra2 , PHYSIOGRAPHY AND VEGETATION ,cyfra1 ,cyfra1 punkt cyfra2  PHYSIOGRAPHY AND VEGETATION cyfra1 ,2,auto
52009,2,5,3.0 	TENEMENT STATUS 	5,cyfra1 punkt , 	TENEMENT STATUS ,cyfra1 ,cyfra1 punkt  	TENEMENT STATUS cyfra1 ,1,auto
52009,2,6,4.0 	GEOLOGICAL SETTING AND MINING HISTORY 	6,cyfra1 punkt , 	GEOLOGICAL SETTING AND MINING HISTORY ,cyfra1 ,cyfra1 punkt  	GEOLOGICAL SETTING AND MINING HISTORY cyfra1 ,1,auto
52009,2,7,4.1 	REGIONAL GEOLOGY 	6,cyfra1 punkt cyfra2 , 	REGIONAL GEOLOGY ,cyfra1 ,cyfra1 punkt cyfra2  	REGIONAL GEOLOGY cyfra1 ,2,auto
52009,2,8,4.2 LOCAL GEOLOGY 	7,cyfra1 punkt cyfra2 , LOCAL GEOLOGY ,cyfra1 ,cyfra1 punkt cyfra2  LOCAL GEOLOGY cyfra1 ,2,auto
52009,2,9,4.3 MINING HISTORY OF THE HODGKINSON 	7,cyfra1 punkt cyfra2 , MINING HISTORY OF THE HODGKINSON ,cyfra1 ,cyfra1 punkt cyfra2  MINING HISTORY OF THE HODGKINSON cyfra1 ,2,auto
52009,2,10,5.0 	PREVIOUS WORK ON EPM 12228 	8,cyfra1 punkt , 	PREVIOUS WORK ON EPM 12228 ,cyfra1 ,cyfra1 punkt  	PREVIOUS WORK ON EPM 12228 cyfra1 ,0,auto
52009,2,11,6.0 	ACTIVITIES UNDERTAKEN DURING PERIOD UNDER REVIEW 	8,cyfra1 punkt , 	ACTIVITIES UNDERTAKEN DURING PERIOD UNDER REVIEW ,cyfra1 ,cyfra1 punkt  	ACTIVITIES UNDERTAKEN DURING PERIOD UNDER REVIEW cyfra1 ,1,auto
52009,2,12,7.0 	FUTURE ACTIVITIES 	9,cyfra1 punkt , 	FUTURE ACTIVITIES ,cyfra1 ,cyfra1 punkt  	FUTURE ACTIVITIES cyfra1 ,1,auto
52009,2,13,8.0 	CONCLUSIONS AND RECOMMENDATIONS 	9,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 ,1,auto
52009,2,14,10.0 REFERENCES 	10,cyfra1 punkt , REFERENCES ,cyfra1 ,cyfra1 punkt  REFERENCES cyfra1 ,1,auto
52009,2,15,LIST OF FIGURES,,LIST OF FIGURES,,LIST OF FIGURES,0,auto
52009,2,16,Figure 1 EPM 12228 Tenement Location,,Figure 1 EPM 12228 Tenement Location,,Figure 1 EPM 12228 Tenement Location,0,auto
52009,2,17,Figure 2 Resulting W grid with distribution of stream sediment data values (G. Ross),,Figure 2 Resulting W grid with distribution of stream sediment data values (G. Ross),,Figure 2 Resulting W grid with distribution of stream sediment data values (G. Ross),0,auto
52009,2,18,LIST OF TABLES,,LIST OF TABLES,,LIST OF TABLES,0,auto
52009,2,19,Table 1 EPM 12228 Tenement Status 	5,,Table 1 EPM 12228 Tenement Status ,cyfra1 ,Table 1 EPM 12228 Tenement Status cyfra1 ,0,auto
52009,2,20,Table 2 EPM 12228 Tenement Blocks 	5,,Table 2 EPM 12228 Tenement Blocks ,cyfra1 ,Table 2 EPM 12228 Tenement Blocks cyfra1 ,0,auto
52009,2,21,Table 3 EPM 12228 Relinquished Blocks 	6,,Table 3 EPM 12228 Relinquished Blocks ,cyfra1 ,Table 3 EPM 12228 Relinquished Blocks cyfra1 ,0,auto
52009,2,22,Table 4 EPM 11717 previous exploration companies summary 	8,,Table 4 EPM 11717 previous exploration companies summary ,cyfra1 ,Table 4 EPM 11717 previous exploration companies summary cyfra1 ,1,auto
52009,2,23,EPM 12228 	2,,EPM 12228 ,cyfra1 ,EPM 12228 cyfra1 ,0,auto
52182,2,1,C CONTENTS,,C CONTENTS,,C CONTENTS,0,auto
52182,2,2,1. 	General Well Data,cyfra1 punkt , 	General Well Data,,cyfra1 punkt  	General Well Data,1,auto
52182,2,3,1.1 	Well Data,cyfra1 punkt cyfra2 , 	Well Data,,cyfra1 punkt cyfra2  	Well Data,2,auto
52182,2,4,1.2 	Stratigraphic Prognosis,cyfra1 punkt cyfra2 , 	Stratigraphic Prognosis,,cyfra1 punkt cyfra2  	Stratigraphic Prognosis,1,auto
52182,2,5,2. 	Well Plan,cyfra1 punkt , 	Well Plan,,cyfra1 punkt  	Well Plan,1,auto
52182,2,6,2.1 	Drilling Contractor,cyfra1 punkt cyfra2 , 	Drilling Contractor,,cyfra1 punkt cyfra2  	Drilling Contractor,2,auto
52182,2,7,2.2 	Cementing Contractor,cyfra1 punkt cyfra2 , 	Cementing Contractor,,cyfra1 punkt cyfra2  	Cementing Contractor,1,auto
52182,2,8,2.3 	Geological Contractors,cyfra1 punkt cyfra2 , 	Geological Contractors,,cyfra1 punkt cyfra2  	Geological Contractors,2,auto
52182,2,9,2.4 	Wireline Logging Contractor,cyfra1 punkt cyfra2 , 	Wireline Logging Contractor,,cyfra1 punkt cyfra2  	Wireline Logging Contractor,1,auto
52182,2,10,3. 	Geology,cyfra1 punkt , 	Geology,,cyfra1 punkt  	Geology,1,auto
52182,2,11,3.1 	Gubberamunda Sandstone,cyfra1 punkt cyfra2 , 	Gubberamunda Sandstone,,cyfra1 punkt cyfra2  	Gubberamunda Sandstone,1,auto
52182,2,12,3.2 	Westbourne Formation,cyfra1 punkt cyfra2 , 	Westbourne Formation,,cyfra1 punkt cyfra2  	Westbourne Formation,2,auto
52182,2,13,3.3 	Springbok Sandstone,cyfra1 punkt cyfra2 , 	Springbok Sandstone,,cyfra1 punkt cyfra2  	Springbok Sandstone,1,auto
52182,2,14,3.4 	Walloon Subgroup,cyfra1 punkt cyfra2 , 	Walloon Subgroup,,cyfra1 punkt cyfra2  	Walloon Subgroup,1,auto
52182,2,15,3.4.1 Juandah Coal Measures,cyfra1 punkt cyfra2 punkt cyfra3 , Juandah Coal Measures,,cyfra1 punkt cyfra2 punkt cyfra3  Juandah Coal Measures,2,auto
52182,2,16,3.4.1.1 	Kogan seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.1 	Kogan seam,,cyfra1 punkt cyfra2 punkt cyfra3 .1 	Kogan seam,2,auto
52182,2,17,3.4.1.2 	Macalister seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.2 	Macalister seam,,cyfra1 punkt cyfra2 punkt cyfra3 .2 	Macalister seam,2,auto
52182,2,18,3.4.1.3 	Nangram seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.3 	Nangram seam,,cyfra1 punkt cyfra2 punkt cyfra3 .3 	Nangram seam,2,auto
52182,2,19,3.4.1.4 	Wambo seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.4 	Wambo seam,,cyfra1 punkt cyfra2 punkt cyfra3 .4 	Wambo seam,2,auto
52182,2,20,3.4.1.5 	Iona seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.5 	Iona seam,,cyfra1 punkt cyfra2 punkt cyfra3 .5 	Iona seam,2,auto
52182,2,21,3.4.1.6 	Argyle seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.6 	Argyle seam,,cyfra1 punkt cyfra2 punkt cyfra3 .6 	Argyle seam,2,auto
52182,2,22,3.4.2 Tangalooma Sandstone,cyfra1 punkt cyfra2 punkt cyfra3 , Tangalooma Sandstone,,cyfra1 punkt cyfra2 punkt cyfra3  Tangalooma Sandstone,2,auto
52182,2,23,3.4.3 Taroom Coal Measures,cyfra1 punkt cyfra2 punkt cyfra3 , Taroom Coal Measures,,cyfra1 punkt cyfra2 punkt cyfra3  Taroom Coal Measures,2,auto
52182,2,24,3.4.3.1 	Auburn seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.1 	Auburn seam,,cyfra1 punkt cyfra2 punkt cyfra3 .1 	Auburn seam,2,auto
52182,2,25,3.4.3.2 Bulwer seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.2 Bulwer seam,,cyfra1 punkt cyfra2 punkt cyfra3 .2 Bulwer seam,2,auto
52182,2,26,3.4.3.3 	Condamine seam,cyfra1 punkt cyfra2 punkt cyfra3 ,.3 	Condamine seam,,cyfra1 punkt cyfra2 punkt cyfra3 .3 	Condamine seam,2,auto
52182,2,27,3.4.4 Durabilla Formation,cyfra1 punkt cyfra2 punkt cyfra3 , Durabilla Formation,,cyfra1 punkt cyfra2 punkt cyfra3  Durabilla Formation,2,auto
52182,2,28,4. 	Drilling Program,cyfra1 punkt , 	Drilling Program,,cyfra1 punkt  	Drilling Program,1,auto
52182,2,29,4.1 	Drilling,cyfra1 punkt cyfra2 , 	Drilling,,cyfra1 punkt cyfra2  	Drilling,2,auto
52182,2,30,4.1.1 	Additional Rig and Contractor Requirements,cyfra1 punkt cyfra2 punkt cyfra3 , 	Additional Rig and Contractor Requirements,,cyfra1 punkt cyfra2 punkt cyfra3  	Additional Rig and Contractor Requirements,2,auto
52182,2,31,4.1.2 	QGC Requirements,cyfra1 punkt cyfra2 punkt cyfra3 , 	QGC Requirements,,cyfra1 punkt cyfra2 punkt cyfra3  	QGC Requirements,2,auto
52182,2,32,4.2 	QGC Requirements for Drilling Mud,cyfra1 punkt cyfra2 , 	QGC Requirements for Drilling Mud,,cyfra1 punkt cyfra2  	QGC Requirements for Drilling Mud,2,auto
52182,2,33,4.3 	Testing Program,cyfra1 punkt cyfra2 , 	Testing Program,,cyfra1 punkt cyfra2  	Testing Program,2,auto
52182,2,34,4.4 	Casing Program,cyfra1 punkt cyfra2 , 	Casing Program,,cyfra1 punkt cyfra2  	Casing Program,2,auto
52182,2,35,4.4.1 	Production Casing,cyfra1 punkt cyfra2 punkt cyfra3 , 	Production Casing,,cyfra1 punkt cyfra2 punkt cyfra3  	Production Casing,2,auto
52182,2,36,4.4.2 Guide to Landing & Backoff Landing Joint,cyfra1 punkt cyfra2 punkt cyfra3 , Guide to Landing & Backoff Landing Joint,,cyfra1 punkt cyfra2 punkt cyfra3  Guide to Landing & Backoff Landing Joint,2,auto
52182,2,37,4.5 	Cementing Program,cyfra1 punkt cyfra2 , 	Cementing Program,,cyfra1 punkt cyfra2  	Cementing Program,2,auto
52182,2,38,4.5.1 	Production Casing,cyfra1 punkt cyfra2 punkt cyfra3 , 	Production Casing,,cyfra1 punkt cyfra2 punkt cyfra3  	Production Casing,2,auto
52182,2,39,4.6 	Wireline Logging,cyfra1 punkt cyfra2 , 	Wireline Logging,,cyfra1 punkt cyfra2  	Wireline Logging,1,auto
52182,2,40,4.6.1 	Logging Suite,cyfra1 punkt cyfra2 punkt cyfra3 , 	Logging Suite,,cyfra1 punkt cyfra2 punkt cyfra3  	Logging Suite,2,auto
52182,2,41,4.6.2 	Log Presentation,cyfra1 punkt cyfra2 punkt cyfra3 , 	Log Presentation,,cyfra1 punkt cyfra2 punkt cyfra3  	Log Presentation,2,auto
52182,2,42,4.6.3 	Field Paper Copies,cyfra1 punkt cyfra2 punkt cyfra3 , 	Field Paper Copies,,cyfra1 punkt cyfra2 punkt cyfra3  	Field Paper Copies,2,auto
52224,2,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
52224,2,2,1. INTRODUCTION 	1,cyfra1 punkt , INTRODUCTION ,cyfra1 ,cyfra1 punkt  INTRODUCTION cyfra1 ,1,auto
52224,2,3,2. TENURE 	2,cyfra1 punkt , TENURE ,cyfra1 ,cyfra1 punkt  TENURE cyfra1 ,1,auto
52224,2,4,3. GEOLOGY 	4,cyfra1 punkt , GEOLOGY ,cyfra1 ,cyfra1 punkt  GEOLOGY cyfra1 ,1,auto
52224,2,5,3.1. Regional Geology 	4,cyfra1 punkt cyfra2 punkt , Regional Geology ,cyfra1 ,cyfra1 punkt cyfra2 punkt  Regional Geology cyfra1 ,2,auto
52224,2,6,3.2. Project Geology 	4,cyfra1 punkt cyfra2 punkt , Project Geology ,cyfra1 ,cyfra1 punkt cyfra2 punkt  Project Geology cyfra1 ,2,auto
52224,2,7,4. PREVIOUS EXPLORATION 	5,cyfra1 punkt , PREVIOUS EXPLORATION ,cyfra1 ,cyfra1 punkt  PREVIOUS EXPLORATION cyfra1 ,1,auto
52224,2,8,5. CURRENT EXPLORATION 	6,cyfra1 punkt , CURRENT EXPLORATION ,cyfra1 ,cyfra1 punkt  CURRENT EXPLORATION cyfra1 ,1,auto
52224,2,9,5.1. Airborne Magnetic/Radiometric Survey 	6,cyfra1 punkt cyfra2 punkt , Airborne Magnetic/Radiometric Survey ,cyfra1 ,cyfra1 punkt cyfra2 punkt  Airborne Magnetic/Radiometric Survey cyfra1 ,2,auto
52224,2,10,5.2. Geological Review 	6,cyfra1 punkt cyfra2 punkt , Geological Review ,cyfra1 ,cyfra1 punkt cyfra2 punkt  Geological Review cyfra1 ,2,auto
52224,2,11,6. CONCLUSIONS AND RECOMMENDATIONS 	6,cyfra1 punkt , CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,cyfra1 punkt  CONCLUSIONS AND RECOMMENDATIONS cyfra1 ,1,auto
52224,2,12,7. REFERENCES 	7,cyfra1 punkt , REFERENCES ,cyfra1 ,cyfra1 punkt  REFERENCES cyfra1 ,1,auto
5261,2,1,TABLE OF CONTENTS 	PAGE,,TABLE OF CONTENTS 	PAGE,,TABLE OF CONTENTS 	PAGE,0,auto
5261,2,2,SUMMARY 	1,,SUMMARY ,cyfra1 ,SUMMARY cyfra1 ,1,auto
5261,2,3,INTRODUCTION 	1,,INTRODUCTION ,cyfra1 ,INTRODUCTION cyfra1 ,1,auto
5261,2,4,OBJECTIVES 	3,,OBJECTIVES ,cyfra1 ,OBJECTIVES cyfra1 ,1,auto
5261,2,5,GEOLOGY 	3,,GEOLOGY ,cyfra1 ,GEOLOGY cyfra1 ,1,auto
5261,2,6,1. STRATIGRAPHY 	3,cyfra1 punkt , STRATIGRAPHY ,cyfra1 ,cyfra1 punkt  STRATIGRAPHY cyfra1 ,1,auto
5261,2,7,2. STRUCTURE 	6,cyfra1 punkt , STRUCTURE ,cyfra1 ,cyfra1 punkt  STRUCTURE cyfra1 ,1,auto
5261,2,8,DRILLING RESULTS 	6,,DRILLING RESULTS ,cyfra1 ,DRILLING RESULTS cyfra1 ,0,auto
5261,2,9,RECOMMENDATIONS 	7,,RECOMMENDATIONS ,cyfra1 ,RECOMMENDATIONS cyfra1 ,1,auto
5261,2,10,APPENDIX I 	TABLE I SUMMARY OF DRILLING RESULTS,,APPENDIX I 	TABLE I SUMMARY OF DRILLING RESULTS,,APPENDIX I 	TABLE I SUMMARY OF DRILLING RESULTS,0,auto
5261,2,11,APPENDIX II 	SAMPLE DESCRIPTIONS,,APPENDIX II 	SAMPLE DESCRIPTIONS,,APPENDIX II 	SAMPLE DESCRIPTIONS,0,auto
5261,2,12,APPENDIX III 	GEOPHYSICAL LOGS,,APPENDIX III 	GEOPHYSICAL LOGS,,APPENDIX III 	GEOPHYSICAL LOGS,0,auto
5261,2,13,MAPS 	FIGURE I LOCATION MAP,,MAPS 	FIGURE I LOCATION MAP,,MAPS 	FIGURE I LOCATION MAP,0,auto
5261,2,14,FIGURE 2 DRILL HOLE LOCATION MAP,,FIGURE 2 DRILL HOLE LOCATION MAP,,FIGURE 2 DRILL HOLE LOCATION MAP,0,auto
5261,2,15,FIGURE 3 ISOPACH MAP GILBERT RIVER,,FIGURE 3 ISOPACH MAP GILBERT RIVER,,FIGURE 3 ISOPACH MAP GILBERT RIVER,0,auto
5261,2,16,FORMATION,,FORMATION,,FORMATION,0,auto
5261,2,17,FIGURE 4 STRUCTURE CONTOUR MAP ON,,FIGURE 4 STRUCTURE CONTOUR MAP ON,,FIGURE 4 STRUCTURE CONTOUR MAP ON,0,auto
5261,2,18,BASEMENT,,BASEMENT,,BASEMENT,0,auto
52673,3,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,legacy
52673,3,2,Page,,Page,,Page,0,legacy
52673,3,3,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,legacy
52673,3,4,2. 	TENURE 	1,cyfra1 punkt , 	TENURE ,cyfra1 ,cyfra1 punkt  	TENURE cyfra1 ,1,legacy
52673,3,5,3. 	GEOLOGY 	2,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,cyfra1 punkt  	GEOLOGY cyfra1 ,1,legacy
52673,3,6,4. 	EXPLORATION WORK COMPLETED and CONCLUSION 	2,cyfra1 punkt , 	EXPLORATION WORK COMPLETED and CONCLUSION ,cyfra1 ,cyfra1 punkt  	EXPLORATION WORK COMPLETED and CONCLUSION cyfra1 ,1,legacy
52673,3,7,List of Figures,,List of Figures,,List of Figures,0,legacy
52673,3,8,Drawing No.,,Drawing No.,,Drawing No.,0,legacy
52673,3,9,Figure 1 	Location Map,,Figure 1 	Location Map,,Figure 1 	Location Map,0,legacy
52673,3,10,List of Tables,,List of Tables,,List of Tables,0,legacy
52673,3,11,Page,,Page,,Page,0,legacy
52673,3,12,Table 1 	Tenement Details 	2,,Table 1 	Tenement Details ,cyfra1 ,Table 1 	Tenement Details cyfra1 ,0,legacy
52680,3,1,Georgetown JV 2008 Partial Relinquishment Report,,Georgetown JV 2008 Partial Relinquishment Report,,Georgetown JV 2008 Partial Relinquishment Report,0,auto
52680,3,2,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
52680,3,3,Page,,Page,,Page,0,auto
52680,3,4,1. 	INTRODUCTION 	4,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,auto
52680,3,5,2. 	TENURE 	5,cyfra1 punkt , 	TENURE ,cyfra1 ,cyfra1 punkt  	TENURE cyfra1 ,1,auto
52680,3,6,3. 	GEOLOGY 	8,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,cyfra1 punkt  	GEOLOGY cyfra1 ,1,auto
52680,3,7,4. 	PREVIOUS EXPLORATION 	9,cyfra1 punkt , 	PREVIOUS EXPLORATION ,cyfra1 ,cyfra1 punkt  	PREVIOUS EXPLORATION cyfra1 ,1,auto
52680,3,8,5. 	EXPLORATION WORK COMPLETED 	9,cyfra1 punkt , 	EXPLORATION WORK COMPLETED ,cyfra1 ,cyfra1 punkt  	EXPLORATION WORK COMPLETED cyfra1 ,1,auto
52680,3,9,5.1 	Office based review 	9,cyfra1 punkt cyfra2 , 	Office based review ,cyfra1 ,cyfra1 punkt cyfra2  	Office based review cyfra1 ,2,auto
52680,3,10,5.2 	Airborne Geophysics 	10,cyfra1 punkt cyfra2 , 	Airborne Geophysics ,cyfra1 ,cyfra1 punkt cyfra2  	Airborne Geophysics cyfra1 ,2,auto
52680,3,11,5.3 	Field Reconnaissance 	11,cyfra1 punkt cyfra2 , 	Field Reconnaissance ,cyfra1 ,cyfra1 punkt cyfra2  	Field Reconnaissance cyfra1 ,2,auto
52680,3,12,6. 	CONCLUSIONS 	11,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS cyfra1 ,1,auto
52680,3,13,7. 	REFERENCES 	11,cyfra1 punkt , 	REFERENCES ,cyfra1 ,cyfra1 punkt  	REFERENCES cyfra1 ,1,auto
52680,3,14,List of Figures,,List of Figures,,List of Figures,0,auto
52680,3,15,Figure 1 	Location Map 	4,,Figure 1 	Location Map ,cyfra1 ,Figure 1 	Location Map cyfra1 ,0,auto
52680,3,16,Figures 2-4 	EPM Sub-block Relinquishment Maps 	5-7,,Figures 2-4 	EPM Sub-block Relinquishment Maps 	5-7,,Figures 2-4 	EPM Sub-block Relinquishment Maps 	5-7,0,auto
52680,3,17,Figure 5 	Airborne EM Coverage Map 	10,,Figure 5 	Airborne EM Coverage Map ,cyfra1 ,Figure 5 	Airborne EM Coverage Map cyfra1 ,0,auto
52680,3,18,List of Tables,,List of Tables,,List of Tables,0,auto
52680,3,19,Table 1 	Tenement Details 	5,,Table 1 	Tenement Details ,cyfra1 ,Table 1 	Tenement Details cyfra1 ,0,auto
52680,3,20,Table 2-4 	Sub-block Relinquishments Summary 	5-7,,Table 2-4 	Sub-block Relinquishments Summary 	5-7,,Table 2-4 	Sub-block Relinquishments Summary 	5-7,0,auto
53274,2,1,Santos 	WELL ABANDONMENT,,Santos 	WELL ABANDONMENT,,Santos 	WELL ABANDONMENT,0,auto
53274,2,2,REPORT 	Wingfield Park 1,,REPORT 	Wingfield Park 1,,REPORT 	Wingfield Park 1,0,auto
53274,2,3,CONTENTS,,CONTENTS,,CONTENTS,0,auto
53274,2,4,CONTENTS 	2,,CONTENTS ,cyfra1 ,CONTENTS cyfra1 ,0,auto
53274,2,5,LIST OF FIGURES 	3,,LIST OF FIGURES ,cyfra1 ,LIST OF FIGURES cyfra1 ,0,auto
53274,2,6,LIST OF TABLES 	3,,LIST OF TABLES ,cyfra1 ,LIST OF TABLES cyfra1 ,1,auto
53274,2,7,LIST OF APPENDICES 	3,,LIST OF APPENDICES ,cyfra1 ,LIST OF APPENDICES cyfra1 ,2,auto
53274,2,8,1 INTRODUCTION 	5,cyfra1 , INTRODUCTION ,cyfra1 ,cyfra1  INTRODUCTION cyfra1 ,1,auto
53274,2,9,2.1 GENERAL DATA 	7,cyfra1 punkt cyfra2 , GENERAL DATA ,cyfra1 ,cyfra1 punkt cyfra2  GENERAL DATA cyfra1 ,2,auto
53274,2,10,2.2 DRILLING DATA 	8,cyfra1 punkt cyfra2 , DRILLING DATA ,cyfra1 ,cyfra1 punkt cyfra2  DRILLING DATA cyfra1 ,2,auto
53274,2,11,2.2.1 Drilling Data Summary 	8,cyfra1 punkt cyfra2 punkt cyfra3 , Drilling Data Summary ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Drilling Data Summary cyfra1 ,2,auto
53274,2,12,2.2.1.1 Surface Hole 	8,cyfra1 punkt cyfra2 punkt cyfra3 ,.1 Surface Hole ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3 .1 Surface Hole cyfra1 ,2,auto
53274,2,13,2.2.1.2 Intermediate Section 	8,cyfra1 punkt cyfra2 punkt cyfra3 ,.2 Intermediate Section ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3 .2 Intermediate Section cyfra1 ,2,auto
53274,2,14,2.2.1.3 Open Hole Section (PDC) 	8,cyfra1 punkt cyfra2 punkt cyfra3 ,.3 Open Hole Section (PDC) ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3 .3 Open Hole Section (PDC) cyfra1 ,2,auto
53274,2,15,2.2.1.4 Cored Hole Section (HO/HOR) 	8,cyfra1 punkt cyfra2 punkt cyfra3 ,.4 Cored Hole Section (HO/HOR) ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3 .4 Cored Hole Section (HO/HOR) cyfra1 ,2,auto
53274,2,16,2.2.1.5 Plugs 	9,cyfra1 punkt cyfra2 punkt cyfra3 ,.5 Plugs ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3 .5 Plugs cyfra1 ,2,auto
53274,2,17,2.2.2 Casing and Cementing 	11,cyfra1 punkt cyfra2 punkt cyfra3 , Casing and Cementing ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Casing and Cementing cyfra1 ,2,auto
53274,2,18,2.2.3 Deviation Surveys 	11,cyfra1 punkt cyfra2 punkt cyfra3 , Deviation Surveys ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Deviation Surveys cyfra1 ,2,auto
53274,2,19,2.2.4 Drilling Fluid Data 	12,cyfra1 punkt cyfra2 punkt cyfra3 , Drilling Fluid Data ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Drilling Fluid Data cyfra1 ,2,auto
53274,2,20,2.2.5 Water Supply 	12,cyfra1 punkt cyfra2 punkt cyfra3 , Water Supply ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Water Supply cyfra1 ,2,auto
53274,2,21,2.3 LOGGING AND TESTING 	14,cyfra1 punkt cyfra2 , LOGGING AND TESTING ,cyfra1 ,cyfra1 punkt cyfra2  LOGGING AND TESTING cyfra1 ,2,auto
53274,2,22,2.3.1 Well site Geologist 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Well site Geologist ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Well site Geologist cyfra1 ,2,auto
53274,2,23,2.3.2 Mud logging 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Mud logging ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Mud logging cyfra1 ,2,auto
53274,2,24,2.3.3 Ditch Cutting Samples 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Ditch Cutting Samples ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Ditch Cutting Samples cyfra1 ,2,auto
53274,2,25,2.3.4 Core Logging 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Core Logging ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Core Logging cyfra1 ,2,auto
53274,2,26,2.3.5 Desorption Samples 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Desorption Samples ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Desorption Samples cyfra1 ,2,auto
53274,2,27,2.3.6 Other Coal Samples 	14,cyfra1 punkt cyfra2 punkt cyfra3 , Other Coal Samples ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Other Coal Samples cyfra1 ,2,auto
53274,2,28,2.3.7 Sandstone Samples 	15,cyfra1 punkt cyfra2 punkt cyfra3 , Sandstone Samples ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Sandstone Samples cyfra1 ,2,auto
53274,2,29,2.3.8 Wireline Logs 	15,cyfra1 punkt cyfra2 punkt cyfra3 , Wireline Logs ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Wireline Logs cyfra1 ,2,auto
53274,2,30,2.3.9 Temperature Surveys 	16,cyfra1 punkt cyfra2 punkt cyfra3 , Temperature Surveys ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Temperature Surveys cyfra1 ,2,auto
